% Filename: KKW_DNS_Periodic_Hill_Re5600_cf_cp_top.dat
% File available for download at http://doi.org/10.14459/2018mp1415670
%
% Description: Profiles of the skin friction and pressure coefficients for flow over periodic hills
% Reynolds number: Re_H=u_b H / nu = 5600
% Based on the hill height H and bulk velocity u_b
%
% Location:  Top wall
%
% The data in this file was computed via direct numerical simulation
%
% When publishing results using this data, the following paper should be cited as the source:
%
%   B. Krank, M. Kronbichler, W.A. Wall, 
%   Direct numerical simulation of flow over periodic hills up to Re_H=10595,
%   Flow, Turbulence and Compustion vol. 101 (2018) pp. 521-551. doi: https://doi.org/10.1007/s10494-018-9941-3 
%
% Numerical method: the simulation was performed using the spectral
% incompressible discontinuous Galerkin flow solver INDEXA
% Details on the method may be found in:
%
%   B. Krank, N. Fehn, W.A. Wall, M. Kronbichler,
%   A high-order semi-explicit discontinuous Galerkin solver for 3D incompressible flow with application to DNS and LES of turbulent channel flow,
%   Journal of Computational Physics vol. 348 (2017) pp. 634-659. doi: https://doi.org/10.1016/j.jcp.2017.07.039
%
% Discretization:
%
%   Number of cells:         64 x 32 x 32
%   Polynomial degree:       7
%   Order of accuracy:       8
%   Number of grid points:   512 x 256 x 256
%   Temporal scheme:         3rd order dual-splitting
%   Time step:               Adaptive using a Courant number of 0.09
%
% This file was last updated on 02/10/2018
%
% Quantities included in subsequent profiles:
%   x/H:           streamwise coordinate normalized by hill height, x/H=0.0 on the hill crest
%   c_f:           skin friction coefficient (=tau_w/(0.5*rho*u_b^2) with wall shear stress tau_w and density rho)
%   c_p:           pressure coefficient (=(p-p_ref)/(0.5*rho*u_b^2) with pressure p, reference pressure p_ref and density rho)
%
% The separation and reattachment lengths of the main recirculation may be determined from the zero-crossing of the skin friction at the bottom wall:
%   x_1,sep/H = 0.17
%   x_1,reatt/H = 5.04 +- 0.09
%
% If you have any queries regarding the use of this data, please contact any of the above authors:
% Benjamin Krank (krank@lnm.mw.tum.de), Martin Kronbichler (kronbichler@lnm.mw.tum.de), Wolfgang A. Wall (wall@lnm.mw.tum.de)
% Technical University of Munich, Institute for Computational Mechanics, Boltzmannstr. 15, 85748 Garching, Germany
%
%
%
%            x/H                  c_f                  c_p 
% -------------------------------------------------------------
       0.0000000e+00,       1.0746917e-02,       0.0000000e+00
       1.5625000e-02,       1.0739094e-02,      -1.5989596e-03
       3.1250000e-02,       1.0731047e-02,      -3.1839301e-03
       4.6875000e-02,       1.0722406e-02,      -4.7538895e-03
       6.2500000e-02,       1.0713235e-02,      -6.3082037e-03
       7.8125000e-02,       1.0703628e-02,      -7.8468682e-03
       9.3750000e-02,       1.0693577e-02,      -9.3700789e-03
       1.0937500e-01,       1.0683023e-02,      -1.0877702e-02
       1.2500000e-01,       1.0671949e-02,      -1.2369211e-02
       1.4062500e-01,       1.0660405e-02,      -1.3844646e-02
       1.5625000e-01,       1.0648453e-02,      -1.5303656e-02
       1.7187500e-01,       1.0636060e-02,      -1.6746498e-02
       1.8750000e-01,       1.0623159e-02,      -1.8172595e-02
       2.0312500e-01,       1.0609793e-02,      -1.9581624e-02
       2.1875000e-01,       1.0596006e-02,      -2.0973420e-02
       2.3437500e-01,       1.0581814e-02,      -2.2347865e-02
       2.5000000e-01,       1.0567201e-02,      -2.3704810e-02
       2.6562500e-01,       1.0552137e-02,      -2.5044021e-02
       2.8125000e-01,       1.0536643e-02,      -2.6365225e-02
       2.9687500e-01,       1.0520874e-02,      -2.7668129e-02
       3.1250000e-01,       1.0504676e-02,      -2.8953224e-02
       3.2812500e-01,       1.0488071e-02,      -3.0219754e-02
       3.4375000e-01,       1.0471075e-02,      -3.1467863e-02
       3.5937500e-01,       1.0453716e-02,      -3.2697510e-02
       3.7500000e-01,       1.0436012e-02,      -3.3908442e-02
       3.9062500e-01,       1.0417956e-02,      -3.5100577e-02
       4.0625000e-01,       1.0399519e-02,      -3.6274073e-02
       4.2187500e-01,       1.0380780e-02,      -3.7428447e-02
       4.3750000e-01,       1.0361799e-02,      -3.8563816e-02
       4.5312500e-01,       1.0342459e-02,      -3.9680526e-02
       4.6875000e-01,       1.0322792e-02,      -4.0778164e-02
       4.8437500e-01,       1.0302800e-02,      -4.1856768e-02
       5.0000000e-01,       1.0282515e-02,      -4.2916357e-02
       5.1562500e-01,       1.0261956e-02,      -4.3956886e-02
       5.3125000e-01,       1.0241108e-02,      -4.4978374e-02
       5.4687500e-01,       1.0219931e-02,      -4.5980920e-02
       5.6250000e-01,       1.0198565e-02,      -4.6964306e-02
       5.7812500e-01,       1.0176942e-02,      -4.7928572e-02
